"T Id","Well Name","Cell Count","Cell Total Intensity","Cell Average Intensity","Cell Total Integrated Intensity","Cell Average Integrated Intensity","Total Area","Average Area","Concentration","Group","Compound"
1,"A7",118,90816.3,769.63,3860140,32713.1,577.152,4.89112,,,
1,"A8",337,260156,771.976,1.11058E+07,32955,1655.88,4.91358,,,
1,"B7",105,75662.4,720.595,3135360,29860.6,494.43,4.70886,,,
1,"B8",267,200816,752.121,8270320,30975,1268.33,4.7503,,,
1,"C7",261,193403,741.006,8132070,31157.3,1232.15,4.72087,,,
1,"C8",177,166662,941.591,8682840,49055.6,946.725,5.34873,,,
1,"D7",197,152307,773.134,6428180,32630.4,955.533,4.85042,,,
1,"D8",401,211566,527.595,8643930,21555.9,1862.62,4.64494,,,
1,"E7",309,238078,770.478,9957970,32226.4,1484,4.8026,,,
1,"F7",301,229185,761.413,9740960,32362,1458.18,4.84444,,,
1,"G7",161,125558,779.863,5341140,33174.8,770.33,4.78466,,,
1,"H7",228,164549,721.705,6819010,29907.9,1064.8,4.67017,,,
2,"A7",496,368190,742.318,1.55448E+07,31340.2,2429.3,4.89778,,,
2,"A8",638,452701,709.563,1.89864E+07,29759.3,3103.7,4.86473,,,
2,"B7",473,370029,782.303,1.54379E+07,32638.2,2291.59,4.8448,,,
2,"B8",771,604159,783.605,2.50264E+07,32459.7,3722.27,4.82785,,,
2,"C7",481,352923,733.728,1.48941E+07,30964.9,2364.67,4.91615,,,
2,"C8",593,489941,826.207,2.24085E+07,37788.4,2968.25,5.00547,,,
2,"D7",886,670406,756.666,2.78289E+07,31409.6,4270.74,4.82024,,,
2,"D8",923,722389,782.654,2.99772E+07,32478,4457.01,4.82883,,,
2,"E7",754,573512,760.626,2.36615E+07,31381.3,3617.17,4.79731,,,
2,"F7",575,441755,768.27,1.83937E+07,31989.1,2779.59,4.83407,,,
2,"G7",488,384851,788.63,1.5793E+07,32362.7,2331.94,4.77856,,,
