"T Id","Well Name","Cell Count","Cell Total Intensity","Cell Average Intensity","Cell Total Integrated Intensity","Cell Average Integrated Intensity","Total Area","Average Area","Concentration","Group","Compound"
1,"C1",42,67057.1,1596.6,4.96083E+07,1181150,4621.26,110.03,,,
1,"C2",5,7872.27,1574.45,2757000,551400,243.287,48.6574,,,
1,"C3",2,214.094,107.047,57322,28661,63.7974,31.8987,,,
1,"C11",4,5944.96,1486.24,5281760,1320440,579.771,144.943,,,
1,"C4",,,,,,,,,,
1,"C5",,,,,,,,,,
1,"C6",,,,,,,,,,
1,"C7",,,,,,,,,,
1,"C8",,,,,,,,,,
1,"C9",,,,,,,,,,
1,"C10",,,,,,,,,,
1,"C12",,,,,,,,,,
2,"C1",83,127848,1540.34,7.9945E+07,963193,6990.46,84.2224,,,
2,"C2",4,4746.08,1186.52,2414520,603629,291.016,72.754,,,
2,"C3",2,209.737,104.869,55449,27724.5,62.9642,31.4821,,,
2,"C4",6,10833.1,1805.52,6621660,1103610,434.322,72.387,,,
2,"C11",6,6258.23,1043.04,4973070,828846,587.865,97.9774,,,
2,"C5",,,,,,,,,,
2,"C6",,,,,,,,,,
2,"C7",,,,,,,,,,
2,"C8",,,,,,,,,,
2,"C9",,,,,,,,,,
2,"C10",,,,,,,,,,
2,"C12",,,,,,,,,,
3,"C1",95,136345,1435.21,8.83092E+07,929570,8051.92,84.7571,,,
3,"C2",4,3583.51,895.877,2036030,509008,292.921,73.2301,,,
3,"C3",2,208.544,104.272,54409,27204.5,62.1311,31.0655,,,
3,"C4",20,21778.6,1088.93,1.47522E+07,737610,1799.54,89.977,,,
3,"C5",2,5030.4,2515.2,2371750,1185880,112.241,56.1203,,,
3,"C6",2,3565.74,1782.87,2884450,1442220,209.603,104.802,,,
3,"C7",5,10006.3,2001.26,3426740,685348,204.009,40.8018,,,
3,"C11",5,5160.81,1032.16,4424000,884799,550.134,110.027,,,
3,"C12",1,198.554,198.554,40505,40505,24.2811,24.2811,,,
3,"C8",,,,,,,,,,
3,"C9",,,,,,,,,,
3,"C10",,,,,,,,,,
4,"C1",103,133525,1296.36,8.54024E+07,829149,8958.18,86.9726,,,
4,"C2",7,7884.1,1126.3,5311130,758733,534.779,76.397,,,
4,"C3",2,207.239,103.62,53026,26513,60.9408,30.4704,,,
4,"C4",24,35378.4,1474.1,2.20397E+07,918320,2022,84.2499,,,
4,"C5",2,5121.69,2560.85,2343880,1171940,108.908,54.4539,,,
4,"C6",2,3494.12,1747.06,2776120,1388060,202.581,101.29,,,
4,"C7",10,20504.5,2050.45,1.09717E+07,1097170,648.805,64.8805,,,
4,"C10",1,2270.16,2270.16,2424530,2424530,127.119,127.119,,,
4,"C11",5,4927.49,985.497,4444820,888964,649.996,129.999,,,
4,"C12",1,2178.07,2178.07,5460430,5460430,298.396,298.396,,,
4,"C8",,,,,,,,,,
4,"C9",,,,,,,,,,
5,"C1",103,118405,1149.56,7.90513E+07,767488,9380.72,91.0749,,,
5,"C2",9,8704.53,967.17,5964400,662712,734.622,81.6247,,,
5,"C3",2,207.951,103.976,54321,27160.5,62.2501,31.125,,,
5,"C4",32,37647,1176.47,2.71622E+07,848819,2964.91,92.6535,,,
5,"C5",3,5704.52,1901.51,3156880,1052290,280.78,93.5933,,,
5,"C6",2,3183.74,1591.87,2600520,1300260,214.245,107.122,,,
5,"C7",10,17973.7,1797.37,9670770,967077,679.752,67.9752,,,
5,"C8",2,3980.95,1990.48,5522180,2761090,367.311,183.656,,,
5,"C10",3,7087.73,2362.58,8134670,2711560,408.256,136.085,,,
5,"C11",5,4851.4,970.28,5281440,1056290,888.76,177.752,,,
5,"C12",1,2153.54,2153.54,5271860,5271860,291.373,291.373,,,
5,"C9",,,,,,,,,,
6,"C1",101,95598.6,946.521,7.06864E+07,699865,10037.4,99.38,,,
6,"C2",12,14274.5,1189.54,8582000,715166,954.938,79.5781,,,
6,"C3",2,205.57,102.785,52680,26340,61.0598,30.5299,,,
6,"C4",32,40775.9,1274.25,2.94965E+07,921765,2987.88,93.3714,,,
6,"C5",3,5558.91,1852.97,2997300,999099,278.638,92.8792,,,
6,"C6",3,3600.41,1200.14,3302910,1100970,384.451,128.15,,,
6,"C7",10,15844.9,1584.49,8704180,870418,678.919,67.8919,,,
6,"C8",2,4135.69,2067.84,5625000,2812500,349.338,174.669,,,
6,"C10",5,12578.7,2515.75,1.0113E+07,2022600,483.718,96.7435,,,
6,"C11",6,8533.05,1422.17,5926760,987793,682.251,113.709,,,
6,"C12",1,2210.31,2210.31,5236240,5236240,281.97,281.97,,,
6,"C9",,,,,,,,,,
7,"C1",103,99265.8,963.745,7.21244E+07,700237,10256.7,99.58,,,
7,"C2",14,13729.5,980.682,1.01032E+07,721660,1282.85,91.6322,,,
7,"C3",3,2369.97,789.989,801547,267182,102.362,34.1205,,,
7,"C4",34,37996.8,1117.55,2.97998E+07,876463,3515.88,103.408,,,
7,"C5",5,6442.83,1288.57,3486920,697384,390.759,78.1518,,,
7,"C6",4,3550.59,887.646,3236830,809208,428.133,107.033,,,
7,"C7",12,18590.8,1549.23,1.10698E+07,922484,1008.38,84.0317,,,
7,"C8",2,3991.9,1995.95,5455580,2727790,358.503,179.252,,,
7,"C10",5,12700.2,2540.04,1.02867E+07,2057340,486.574,97.3148,,,
7,"C11",9,13501.6,1500.18,1.47028E+07,1633640,1292.37,143.597,,,
7,"C12",1,2207.62,2207.62,5216620,5216620,281.256,281.256,,,
7,"C9",,,,,,,,,,
8,"C1",105,99055.2,943.383,6.89121E+07,656306,10120.3,96.3842,,,
8,"C2",16,15297.7,956.106,1.10789E+07,692434,1381.64,86.3526,,,
8,"C3",3,1997.14,665.712,716852,238951,104.742,34.914,,,
8,"C4",40,46668.8,1166.72,3.43422E+07,858555,3994,99.8501,,,
8,"C5",7,7981.94,1140.28,5085820,726546,634.641,90.663,,,
8,"C6",4,3887.35,971.839,3754550,938636,535.374,133.844,,,
8,"C7",14,24320.2,1737.15,1.378E+07,984286,1040.87,74.3481,,,
8,"C8",2,3922.11,1961.06,5385310,2692660,351.838,175.919,,,
8,"C9",2,3415.51,1707.76,5031720,2515860,419.087,209.544,,,
8,"C10",9,18066.5,2007.39,1.9584E+07,2176000,1291.18,143.465,,,
8,"C11",9,13047.5,1449.73,1.49909E+07,1665650,1313.2,145.911,,,
8,"C12",4,9179.03,2294.76,1.17715E+07,2942880,637.379,159.345,,,
9,"C1",106,99330.1,937.076,6.88581E+07,649604,10097.8,95.2627,,,
9,"C2",16,16638.6,1039.91,1.25251E+07,782821,1519.12,94.9448,,,
9,"C3",3,1662.54,554.18,662696,220899,110.574,36.8581,,,
9,"C4",40,43433.4,1085.83,3.44133E+07,860333,4294.78,107.369,,,
9,"C5",9,10581.1,1175.68,9920810,1102310,1163.35,129.261,,,
9,"C6",5,3945.2,789.041,3424970,684995,519.068,103.814,,,
9,"C7",14,23712.4,1693.74,1.50754E+07,1076820,1196.68,85.477,,,
9,"C8",2,3887.56,1943.78,5301310,2650650,349.814,174.907,,,
9,"C9",3,4580.12,1526.71,5714180,1904730,465.031,155.01,,,
9,"C10",12,17811.2,1484.27,2.02198E+07,1684980,1681.94,140.162,,,
9,"C11",9,12252.7,1361.41,1.52692E+07,1696580,1576.37,175.152,,,
9,"C12",5,12624.9,2524.97,1.42514E+07,2850270,705.461,141.092,,,
10,"C1",109,93538.3,858.15,6.55585E+07,601454,10488,96.2202,,,
10,"C2",17,15704.7,923.809,1.31325E+07,772503,1748.12,102.831,,,
10,"C3",4,2244.12,561.029,1040130,260032,176.514,44.1285,,,
10,"C4",43,47772.2,1110.98,3.46452E+07,805703,4266.93,99.2309,,,
10,"C5",11,12293.7,1117.61,1.32941E+07,1208560,1751.81,159.255,,,
10,"C6",8,5279.71,659.964,6653440,831680,1169.06,146.133,,,
10,"C7",15,23219.7,1547.98,1.5604E+07,1040270,1383.19,92.2126,,,
10,"C8",4,7813.69,1953.42,5979990,1495000,411.946,102.986,,,
10,"C9",8,12218.8,1527.35,1.15133E+07,1439160,828.652,103.582,,,
10,"C10",13,21058.3,1619.87,2.40871E+07,1852850,1940.35,149.257,,,
10,"C11",10,12351.9,1235.19,1.45934E+07,1459340,1543.4,154.34,,,
10,"C12",9,16382.9,1820.33,2.1933E+07,2437000,1456.39,161.821,,,
11,"C1",110,96083.9,873.49,6.61605E+07,601459,10603,96.3908,,,
11,"C2",17,15130.6,890.037,1.26661E+07,745065,1742.53,102.502,,,
11,"C3",8,6011.06,751.383,3728170,466021,602.385,75.2982,,,
11,"C4",49,58113.8,1186,3.94011E+07,804103,4467.6,91.1756,,,
11,"C5",16,16871.1,1054.44,1.99005E+07,1243780,2677.35,167.334,,,
11,"C6",8,6843.61,855.451,7792390,974048,1001.12,125.14,,,
11,"C7",17,27017.4,1589.26,1.51726E+07,892504,1277.26,75.1328,,,
11,"C8",3,5092.43,1697.48,5573660,1857890,442.892,147.631,,,
11,"C9",9,11449.3,1272.14,1.13579E+07,1261990,1021.59,113.51,,,
11,"C10",13,20934.8,1610.37,2.3186E+07,1783540,1879.88,144.606,,,
11,"C11",9,11749.1,1305.46,1.3848E+07,1538670,1450.56,161.173,,,
11,"C12",9,16812.9,1868.1,2.09523E+07,2328040,1352.12,150.236,,,
12,"C1",109,98840.9,906.797,6.65092E+07,610176,10189.8,93.4849,,,
12,"C2",21,17918.3,853.25,1.52397E+07,725700,2165.78,103.132,,,
12,"C3",10,9785.24,978.524,4939690,493969,611.193,61.1193,,,
12,"C4",49,52348,1068.33,3.70422E+07,755964,4649.35,94.8848,,,
12,"C5",26,22792.9,876.65,2.77073E+07,1065670,4246.46,163.325,,,
12,"C6",12,9139.68,761.64,1.07111E+07,892595,1583.39,131.949,,,
12,"C7",16,24974.6,1560.91,1.5375E+07,960937,1359.98,84.9987,,,
12,"C8",6,7859.07,1309.85,7638050,1273010,682.013,113.669,,,
12,"C9",9,13765.2,1529.47,1.27671E+07,1418570,1120.86,124.54,,,
