"T Id","Well Name","Cell Count","Cell Total Intensity","Cell Average Intensity","Cell Total Integrated Intensity","Cell Average Integrated Intensity","Total Area","Average Area","Concentration","Group","Compound"
1,"C1",2,3876.09,1938.05,2322760,1161380,152.233,76.1165,,,
1,"C3",1,1935.29,1935.29,710250,710250,43.6822,43.6822,,,
1,"C4",1,2672.5,2672.5,2186100,2186100,97.3624,97.3624,,,
1,"C6",6,13242.6,2207.09,1.12502E+07,1875030,668.444,111.407,,,
1,"C10",4,7417.85,1854.46,6357430,1589360,518.592,129.648,,,
1,"C2",,,,,,,,,,
1,"C5",,,,,,,,,,
1,"C7",,,,,,,,,,
1,"C8",,,,,,,,,,
1,"C9",,,,,,,,,,
1,"C11",,,,,,,,,,
1,"C12",,,,,,,,,,
2,"C1",2,3893.08,1946.54,2238970,1119490,142.473,71.2365,,,
2,"C3",1,1890.62,1890.62,663607,663607,41.7778,41.7778,,,
2,"C4",1,2823.08,2823.08,2128600,2128600,89.7449,89.7449,,,
2,"C5",2,4388.6,2194.3,1196400,598201,64.8686,32.4343,,,
2,"C6",7,14170,2024.29,1.29933E+07,1856180,812.584,116.083,,,
2,"C10",5,10274.6,2054.93,7372150,1474430,446.225,89.2449,,,
2,"C12",2,5015.77,2507.89,4334020,2167010,229.361,114.681,,,
2,"C2",,,,,,,,,,
2,"C7",,,,,,,,,,
2,"C8",,,,,,,,,,
2,"C9",,,,,,,,,,
2,"C11",,,,,,,,,,
3,"C1",3,5367.06,1789.02,3702130,1234040,261.379,87.1263,,,
3,"C2",2,1522.91,761.457,1176330,588166,198.415,99.2073,,,
3,"C3",1,1771.83,1771.83,609508,609508,40.9446,40.9446,,,
3,"C4",1,2486.2,2486.2,1946700,1946700,93.1966,93.1966,,,
3,"C5",2,4267.58,2133.79,1151660,575830,64.2735,32.1367,,,
3,"C6",10,18977.8,1897.78,1.40133E+07,1401330,946.844,94.6844,,,
3,"C10",5,11993.8,2398.76,6782340,1356470,372.667,74.5335,,,
3,"C12",2,4711.46,2355.73,4311640,2155820,235.789,117.894,,,
3,"C7",,,,,,,,,,
3,"C8",,,,,,,,,,
3,"C9",,,,,,,,,,
3,"C11",,,,,,,,,,
4,"C1",5,8719.77,1743.95,4779140,955828,325.533,65.1067,,,
4,"C2",2,2608.13,1304.06,1418330,709163,131.404,65.7018,,,
4,"C3",1,1913.27,1913.27,545283,545283,33.9221,33.9221,,,
4,"C4",2,4063.93,2031.97,2357700,1178850,122.596,61.2979,,,
4,"C5",4,8911.25,2227.81,6468060,1617020,311.25,77.8126,,,
4,"C6",9,15484.4,1720.49,1.33139E+07,1479320,954.581,106.064,,,
4,"C10",5,9308.43,1861.69,6988250,1397650,479.552,95.9103,,,
4,"C12",5,9429.82,1885.96,1.36238E+07,2724770,928.157,185.631,,,
4,"C7",,,,,,,,,,
4,"C8",,,,,,,,,,
4,"C9",,,,,,,,,,
4,"C11",,,,,,,,,,
5,"C1",7,11301.7,1614.52,6030680,861525,461.46,65.9228,,,
5,"C2",2,2521.88,1260.94,1317770,658884,132.475,66.2374,,,
5,"C3",1,1388.63,1388.63,465190,465190,39.8734,39.8734,,,
5,"C4",4,6403.51,1600.88,4116950,1029240,295.301,73.8253,,,
5,"C5",4,9918.48,2479.62,6644790,1661200,285.898,71.4745,,,
5,"C6",11,17138.4,1558.04,1.60603E+07,1460020,1284.52,116.774,,,
5,"C7",1,2074.61,2074.61,1213650,1213650,69.6296,69.6296,,,
5,"C10",7,11894.5,1699.22,1.2042E+07,1720280,876.024,125.146,,,
5,"C11",2,5051.53,2525.77,5766620,2883310,270.306,135.153,,,
5,"C12",8,15706.8,1963.35,2.05689E+07,2571110,1252.86,156.607,,,
5,"C8",,,,,,,,,,
5,"C9",,,,,,,,,,
6,"C1",7,12472.2,1781.74,5976480,853783,426.109,60.8728,,,
6,"C2",2,2263.29,1131.64,1268830,634416,138.307,69.1535,,,
6,"C3",2,2861.96,1430.98,747063,373532,62.3691,31.1846,,,
6,"C4",6,6843.54,1140.59,5663110,943851,595.006,99.1677,,,
6,"C5",4,8468.16,2117.04,6249530,1562380,372.072,93.018,,,
6,"C6",10,14657.6,1465.76,1.54201E+07,1542010,1287.02,128.702,,,
6,"C7",1,2211.04,2211.04,1167430,1167430,62.8452,62.8452,,,
6,"C9",1,2722.4,2722.4,4072710,4072710,178.061,178.061,,,
6,"C10",8,12572.2,1571.52,1.13232E+07,1415400,955.89,119.486,,,
6,"C11",2,5040.04,2520.02,5466240,2733120,256.142,128.071,,,
6,"C12",11,17999.3,1636.3,2.30144E+07,2092220,1715.15,155.923,,,
6,"C8",,,,,,,,,,
7,"C1",7,10955.8,1565.11,6638480,948354,550.967,78.7095,,,
7,"C2",3,4356.49,1452.16,2754670,918224,221.387,73.7955,,,
7,"C3",1,1253.39,1253.39,432420,432420,41.0636,41.0636,,,
7,"C4",7,6734.71,962.102,5548370,792625,667.849,95.407,,,
7,"C5",6,11834.3,1972.39,9669940,1611660,702.009,117.002,,,
7,"C6",17,21852,1285.41,1.85697E+07,1092340,1615.29,95.017,,,
7,"C7",1,2154.73,2154.73,1154930,1154930,63.7974,63.7974,,,
7,"C9",4,7657.25,1914.31,1.00684E+07,2517090,549.657,137.414,,,
7,"C10",10,16263,1626.3,1.6749E+07,1674900,1306.42,130.642,,,
7,"C11",3,4594.13,1531.38,6115970,2038660,369.811,123.27,,,
7,"C12",12,17826.5,1485.54,2.2622E+07,1885170,1811.32,150.944,,,
7,"C8",,,,,,,,,,
8,"C1",6,8979.76,1496.63,5543930,923988,481.337,80.2228,,,
8,"C2",4,4349.63,1087.41,2832840,708209,286.731,71.6828,,,
8,"C3",2,2714.35,1357.17,733969,366985,64.6306,32.3153,,,
8,"C4",7,8191.44,1170.21,6528550,932649,679.633,97.0904,,,
8,"C5",5,11196.8,2239.36,9365220,1873040,507.523,101.505,,,
8,"C6",14,22155.3,1582.52,1.93528E+07,1382350,1593.03,113.788,,,
8,"C7",1,2199.3,2199.3,1187620,1187620,64.2735,64.2735,,,
8,"C8",1,1323.1,1323.1,2202970,2202970,198.177,198.177,,,
8,"C9",6,12690.9,2115.15,1.47319E+07,2455320,848.648,141.441,,,
8,"C10",11,15980.9,1452.81,1.60837E+07,1462160,1429.25,129.932,,,
8,"C11",3,5930.32,1976.77,1.07308E+07,3576930,709.508,236.503,,,
8,"C12",19,24765.7,1303.46,2.63393E+07,1386280,2536.3,133.49,,,
9,"C1",9,12660.6,1406.73,5419650,602183,500.738,55.6376,,,
9,"C2",4,3985.26,996.315,3023150,755789,374.096,93.5239,,,
9,"C3",2,2448.89,1224.45,670417,335209,65.8208,32.9104,,,
9,"C4",9,10528.1,1169.79,6992290,776921,710.222,78.9136,,,
9,"C5",6,13386.4,2231.06,9422570,1570430,514.426,85.7377,,,
9,"C6",15,15447.2,1029.82,2.00439E+07,1336260,2430.13,162.009,,,
9,"C7",1,1993.99,1993.99,1092710,1092710,65.2257,65.2257,,,
9,"C8",1,1320.02,1320.02,2159560,2159560,194.725,194.725,,,
9,"C9",7,14739.2,2105.6,1.63899E+07,2341410,931.371,133.053,,,
9,"C10",11,18511.3,1682.85,1.89496E+07,1722690,1422.94,129.359,,,
9,"C11",4,8796.35,2199.09,1.07485E+07,2687130,638.093,159.523,,,
9,"C12",18,27086.2,1504.79,3.10219E+07,1723440,2768.64,153.813,,,
10,"C1",8,10315.8,1289.48,5725600,715700,586.555,73.3194,,,
10,"C2",4,4333.27,1083.32,3131070,782768,366.002,91.5005,,,
10,"C3",3,2641.63,880.542,1894210,631402,285.065,95.0216,,,
10,"C4",9,8843.88,982.654,7329290,814366,913.398,101.489,,,
10,"C5",7,13955,1993.56,1.17258E+07,1675120,784.97,112.139,,,
10,"C6",18,26653.5,1480.75,2.2256E+07,1236440,1983.55,110.197,,,
10,"C7",2,3344.85,1672.42,2342990,1171500,182.346,91.1731,,,
10,"C8",1,1598.12,1598.12,2608140,2608140,194.249,194.249,,,
10,"C9",14,24000.9,1714.35,2.01122E+07,1436590,1374.86,98.2041,,,
10,"C10",11,17062.4,1551.13,1.8047E+07,1640640,1438.66,130.787,,,
10,"C11",3,6282.46,2094.16,1.06985E+07,3566160,648.567,216.189,,,
10,"C12",25,27117.4,1084.7,3.62731E+07,1450930,3945.68,157.827,,,
11,"C1",9,11724.6,1302.73,6456690,717410,622.144,69.1271,,,
11,"C2",6,6452.73,1075.45,4758490,793082,575.724,95.954,,,
11,"C3",5,8009.13,1601.83,3142220,628444,233.051,46.6102,,,
11,"C4",11,11337.9,1030.72,9474550,861323,1172.99,106.636,,,
11,"C5",9,16411.1,1823.45,1.36316E+07,1514620,948.272,105.364,,,
11,"C6",19,24756.4,1302.97,2.3017E+07,1211420,2227.91,117.258,,,
11,"C7",2,3098.15,1549.08,2218780,1109390,194.011,97.0054,,,
11,"C8",2,3225.51,1612.75,4133140,2066570,305.061,152.531,,,
11,"C9",11,24493.4,2226.67,2.04653E+07,1860480,1127.64,102.513,,,
11,"C10",14,23904.1,1707.43,2.12176E+07,1515540,1546.73,110.481,,,
11,"C11",3,6077.79,2025.93,1.04514E+07,3483800,660.47,220.157,,,
11,"C12",28,36981.5,1320.77,3.95462E+07,1412360,3782.02,135.072,,,
12,"C1",9,11488.2,1276.47,6754630,750515,653.447,72.6052,,,
12,"C2",6,6698.47,1116.41,4717120,786186,548.943,91.4906,,,
12,"C3",5,7597.45,1519.49,3181050,636210,251.024,50.2047,,,
12,"C4",11,11259.8,1023.62,9838420,894401,1168.59,106.235,,,
12,"C5",10,18296.1,1829.61,1.49812E+07,1498120,970.411,97.0411,,,
12,"C6",20,26580.1,1329.01,2.25602E+07,1128010,2112.22,105.611,,,
12,"C7",4,5553,1388.25,3682730,920682,353.504,88.3761,,,
12,"C8",2,3043.57,1521.78,3963400,1981700,306.727,153.364,,,
12,"C9",12,25641.4,2136.78,2.113E+07,1760840,1238.69,103.224,,,
12,"C10",15,25438.9,1695.92,2.20499E+07,1469990,1646.83,109.789,,,
12,"C11",3,6295.02,2098.34,1.03901E+07,3463370,624.524,208.175,,,
12,"C12",28,30752.4,1098.3,3.88058E+07,1385920,3834.39,136.943,,,
13,"C1",11,13268.1,1206.19,7166800,651527,727.6,66.1454,,,
13,"C2",6,6132.96,1022.16,4369630,728272,494.906,82.4843,,,
13,"C3",6,7875.29,1312.55,4095650,682608,386.831,64.4719,,,
13,"C4",11,11996.2,1090.57,9691030,881003,1078.72,98.0658,,,
13,"C5",10,18545.6,1854.56,1.47623E+07,1476230,951.367,95.1367,,,
13,"C6",20,25263,1263.15,2.22806E+07,1114030,2196.25,109.812,,,
13,"C7",4,5226.68,1306.67,3503770,875943,377.071,94.2678,,,
13,"C8",2,2705.32,1352.66,3859540,1929770,338.031,169.016,,,
13,"C9",12,25937.8,2161.49,2.10358E+07,1752980,1215.13,101.261,,,
13,"C10",16,26489.8,1655.62,2.34473E+07,1465450,1794.42,112.151,,,
13,"C11",5,9884.19,1976.84,1.11674E+07,2233490,824.486,164.897,,,
13,"C12",27,34850.5,1290.76,3.82744E+07,1417570,3757.74,139.175,,,
