"T Id","Well Name","Cell Count","Cell Total Intensity","Cell Average Intensity","Cell Total Integrated Intensity","Cell Average Integrated Intensity","Total Area","Average Area","Concentration","Group","Compound"
1,"F2",66,28624.2,433.701,807293,12231.7,191.868,2.9071,,,
1,"F3",127,58290.5,458.98,1765380,13900.6,380.642,2.99718,,,
1,"F4",268,121748,454.284,3957510,14766.8,866.74,3.2341,,,
1,"F5",465,680945,1464.4,2.07286E+07,44577.6,1582.56,3.40335,,,
1,"F6",112,83244,743.25,2413820,21552,363.145,3.24237,,,
1,"F7",122,103631,849.436,4010120,32869.9,488.003,4.00002,,,
1,"F8",298,265696,891.599,1.0449E+07,35063.7,1197.99,4.02009,,,
1,"F9",133,139062,1045.58,6043920,45443,573.701,4.31354,,,
1,"F10",1,535.705,535.705,23571,23571,5.2371,5.2371,,,
1,"F11",86,109366,1271.7,6065450,70528.5,490.978,5.70905,,,
1,"F12",317,329358,1038.98,1.21164E+07,38222.2,1214.06,3.82983,,,
1,"F1",,,,,,,,,,
2,"F2",85,36932.7,434.502,934287,10991.6,234.479,2.75858,,,
2,"F3",796,397696,499.618,1.15716E+07,14537.2,2475.48,3.1099,,,
2,"F4",751,376774,501.697,1.04293E+07,13887.3,2244.57,2.98878,,,
2,"F5",886,1134960,1280.99,3.38667E+07,38224.2,2990.38,3.37515,,,
2,"F6",297,240117,808.475,8301890,27952.5,1107.05,3.72745,,,
2,"F7",394,344807,875.144,1.17845E+07,29910,1456.03,3.69551,,,
2,"F8",1370,1309790,956.048,4.69586E+07,34276.3,5207.82,3.80133,,,
2,"F9",598,722676,1208.49,2.96688E+07,49613.4,2545.11,4.25604,,,
2,"F10",115,126781,1102.45,4802870,41764,461.579,4.01373,,,
2,"F11",657,651362,991.419,2.741E+07,41719.9,2873.38,4.37349,,,
2,"F12",694,698152,1005.98,2.49791E+07,35992.9,2585.94,3.72613,,,
2,"F1",,,,,,,,,,
3,"F1",26,11633.4,447.439,393484,15134,83.4365,3.2091,,,
3,"F2",113,48027.5,425.023,1174040,10389.7,306.37,2.71124,,,
3,"F3",1835,844697,460.325,2.33349E+07,12716.6,5477.65,2.9851,,,
3,"F4",890,430585,483.804,1.17473E+07,13199.2,2623.67,2.94794,,,
3,"F5",1058,1204890,1138.84,3.61955E+07,34211.3,3604.67,3.40706,,,
3,"F6",862,665201,771.695,2.04971E+07,23778.5,2925.87,3.39428,,,
3,"F7",612,509281,832.159,1.6488E+07,26941.2,2152.57,3.51727,,,
3,"F8",2207,2015080,913.042,6.9075E+07,31298.2,8135.6,3.68627,,,
3,"F9",1218,1413010,1160.1,5.39596E+07,44301.8,4964.65,4.07607,,,
3,"F10",186,195921,1053.34,7089250,38114.2,709.151,3.81264,,,
3,"F11",982,1008260,1026.75,3.67811E+07,37455.3,3853.08,3.9237,,,
3,"F12",1085,1036340,955.147,3.56449E+07,32852.4,3977.34,3.66575,,,
4,"F1",186,76169.6,409.514,2132120,11463,546.563,2.93851,,,
4,"F2",187,83226.9,445.064,2233290,11942.7,538.35,2.87888,,,
4,"F3",2685,1170320,435.872,3.1235E+07,11633.2,7747.69,2.88555,,,
4,"F4",1730,808966,467.61,2.26029E+07,13065.2,5169.73,2.98828,,,
4,"F5",1182,1306720,1105.52,3.91503E+07,33122.1,3963.06,3.35284,,,
4,"F6",1513,1142600,755.189,3.37989E+07,22339,4972.15,3.28629,,,
4,"F7",657,525831,800.352,1.70538E+07,25957.1,2310.75,3.51713,,,
4,"F8",2481,2229570,898.657,7.4205E+07,29909.3,8988.41,3.6229,,,
4,"F9",2141,2274340,1062.28,8.10381E+07,37850.6,8191.78,3.82615,,,
4,"F10",265,274855,1037.19,1.02232E+07,38578,1041.71,3.93097,,,
4,"F11",1043,1003910,962.526,3.70149E+07,35488.8,4166.71,3.99493,,,
4,"F12",1225,1180640,963.787,3.9253E+07,32043.2,4375.72,3.57201,,,
5,"F1",485,190563,392.914,4694220,9678.81,1293.09,2.66616,,,
5,"F2",441,194504,441.052,5122750,11616.2,1262.97,2.86389,,,
5,"F3",3275,1481110,452.248,3.83154E+07,11699.3,9219.56,2.81513,,,
5,"F4",2805,1283310,457.509,3.38148E+07,12055.2,8039.31,2.86606,,,
5,"F5",1248,1304640,1045.38,4.04445E+07,32407.5,4254.79,3.40928,,,
5,"F6",1905,1408780,739.515,4.12165E+07,21636,6190.25,3.24948,,,
5,"F7",693,569462,821.734,1.90588E+07,27501.9,2467.03,3.55993,,,
5,"F8",2517,2215460,880.199,7.24761E+07,28794.6,8940.56,3.55207,,,
5,"F9",3102,3181440,1025.61,1.0805E+08,34832.5,11419.5,3.68133,,,
5,"F10",471,473769,1005.88,1.70428E+07,36184.3,1813.58,3.8505,,,
5,"F11",1112,1023330,920.26,3.79858E+07,34159.9,4464.87,4.01517,,,
5,"F12",1319,1269980,962.837,4.16629E+07,31586.7,4687.44,3.55379,,,
6,"F1",859,332857,387.494,7740870,9011.5,2194.7,2.55495,,,
6,"F2",590,263974,447.413,6872580,11648.4,1668.49,2.82795,,,
6,"F3",3620,1608770,444.413,4.14093E+07,11439,10149.1,2.80363,,,
6,"F4",3512,1594820,454.106,4.07636E+07,11606.9,9829.8,2.79892,,,
6,"F5",1494,1494040,1000.03,4.75387E+07,31819.7,5235.91,3.50463,,,
6,"F6",2243,1630270,726.826,4.74465E+07,21153.1,7235.05,3.22561,,,
6,"F7",907,714571,787.84,2.46385E+07,27164.9,3320.08,3.66051,,,
6,"F8",2549,2136610,838.216,7.174E+07,28144.4,9290.02,3.64457,,,
6,"F9",3741,3704810,990.327,1.23457E+08,33001,13564.6,3.62592,,,
6,"F10",683,643033,941.483,2.23474E+07,32719.5,2573.08,3.76732,,,
6,"F11",1155,1101200,953.424,3.97408E+07,34407.6,4466.18,3.86682,,,
