"T Id","Well Name","# Cells","# Positive Cells","% Positive Cells","# Negative Cells","% Negative Cells","Positive Cell Average Intensities","All Cell Average Intensities","Positive Cell Integrated Intensities","Positive Cell Total Integrated Intensity","Positive Cell Total Intensity","Positive Cell Total Area","Positive Cell Average Area","Concentration","Group","Compound"
1,"D3",1,0,0,1,100,0,5.95915,0,0,0,0,0,,,
1,"D5",1,0,0,1,100,0,8.3159,0,0,0,0,0,,,
1,"D6",1,0,0,1,100,0,8.75684,0,0,0,0,0,,,
1,"D8",1,0,0,1,100,0,7.23397,0,0,0,0,0,,,
1,"D12",3,0,0,3,100,0,15.2672,0,0,0,0,0,,,
1,"D1",,,,,,,,,,,,,,,
1,"D2",,,,,,,,,,,,,,,
1,"D4",,,,,,,,,,,,,,,
1,"D7",,,,,,,,,,,,,,,
1,"D9",,,,,,,,,,,,,,,
1,"D10",,,,,,,,,,,,,,,
1,"D11",,,,,,,,,,,,,,,
2,"D3",1,0,0,1,100,0,7.25915,0,0,0,0,0,,,
2,"D5",1,0,0,1,100,0,8.56737,0,0,0,0,0,,,
2,"D6",3,0,0,3,100,0,7.72198,0,0,0,0,0,,,
2,"D8",1,0,0,1,100,0,7.10349,0,0,0,0,0,,,
2,"D10",1,0,0,1,100,0,12.5083,0,0,0,0,0,,,
2,"D12",2,0,0,2,100,0,14.1357,0,0,0,0,0,,,
2,"D1",,,,,,,,,,,,,,,
2,"D2",,,,,,,,,,,,,,,
2,"D4",,,,,,,,,,,,,,,
2,"D7",,,,,,,,,,,,,,,
2,"D9",,,,,,,,,,,,,,,
2,"D11",,,,,,,,,,,,,,,
3,"D2",1,0,0,1,100,0,7.74785,0,0,0,0,0,,,
3,"D3",3,0,0,3,100,0,8.00792,0,0,0,0,0,,,
3,"D4",1,0,0,1,100,0,7.45206,0,0,0,0,0,,,
3,"D5",1,0,0,1,100,0,8.62386,0,0,0,0,0,,,
3,"D6",3,0,0,3,100,0,7.59155,0,0,0,0,0,,,
3,"D8",2,0,0,2,100,0,7.91723,0,0,0,0,0,,,
3,"D9",2,1,50,1,50,43.4226,27.3187,3885710,3885710,43.4226,10651.1,10651.1,,,
3,"D12",2,0,0,2,100,0,14.5342,0,0,0,0,0,,,
3,"D1",,,,,,,,,,,,,,,
3,"D7",,,,,,,,,,,,,,,
3,"D10",,,,,,,,,,,,,,,
3,"D11",,,,,,,,,,,,,,,
4,"D1",1,0,0,1,100,0,6.46084,0,0,0,0,0,,,
4,"D2",2,0,0,2,100,0,7.73491,0,0,0,0,0,,,
4,"D3",4,0,0,4,100,0,7.44907,0,0,0,0,0,,,
4,"D4",3,0,0,3,100,0,6.78251,0,0,0,0,0,,,
4,"D5",3,0,0,3,100,0,7.60453,0,0,0,0,0,,,
4,"D6",7,0,0,7,100,0,7.81044,0,0,0,0,0,,,
4,"D8",2,0,0,2,100,0,8.11492,0,0,0,0,0,,,
4,"D9",7,1,14.2857,6,85.7143,46.9424,16.8073,3838580,3838580,46.9424,9732.91,9732.91,,,
4,"D10",4,0,0,4,100,0,15.3843,0,0,0,0,0,,,
4,"D11",5,0,0,5,100,0,8.31651,0,0,0,0,0,,,
4,"D12",3,0,0,3,100,0,14.8143,0,0,0,0,0,,,
4,"D7",,,,,,,,,,,,,,,
5,"D1",1,0,0,1,100,0,6.42131,0,0,0,0,0,,,
5,"D2",4,0,0,4,100,0,7.76578,0,0,0,0,0,,,
5,"D3",11,0,0,11,100,0,7.57445,0,0,0,0,0,,,
5,"D4",5,0,0,5,100,0,6.9741,0,0,0,0,0,,,
5,"D5",4,0,0,4,100,0,8.12824,0,0,0,0,0,,,
5,"D6",7,0,0,7,100,0,8.05942,0,0,0,0,0,,,
5,"D7",4,0,0,4,100,0,7.81944,0,0,0,0,0,,,
5,"D8",2,0,0,2,100,0,7.6423,0,0,0,0,0,,,
5,"D9",8,2,25,6,75,32.2051,17.398,2000760,4001520,64.4101,10513.5,5256.74,,,
5,"D10",3,1,33.3333,2,66.6667,39.6991,19.9305,135612,135612,39.6991,406.589,406.589,,,
5,"D11",1,0,0,1,100,0,8.65377,0,0,0,0,0,,,
5,"D12",4,0,0,4,100,0,13.752,0,0,0,0,0,,,
6,"D1",2,0,0,2,100,0,5.94785,0,0,0,0,0,,,
6,"D2",8,0,0,8,100,0,7.7176,0,0,0,0,0,,,
6,"D3",16,0,0,16,100,0,8.09205,0,0,0,0,0,,,
6,"D4",12,0,0,12,100,0,6.83915,0,0,0,0,0,,,
6,"D5",6,0,0,6,100,0,7.4051,0,0,0,0,0,,,
6,"D6",9,0,0,9,100,0,8.19454,0,0,0,0,0,,,
6,"D7",5,1,20,4,80,18.5399,10.3619,122827,122827,18.5399,788.541,788.541,,,
6,"D8",3,0,0,3,100,0,8.16846,0,0,0,0,0,,,
6,"D9",16,3,18.75,13,81.25,38.4344,16.1957,1370920,4112750,115.303,10590.1,3530.04,,,
6,"D10",10,1,10,9,90,51.2502,16.8839,5972850,5972850,51.2502,13871.5,13871.5,,,
6,"D11",1,0,0,1,100,0,8.51696,0,0,0,0,0,,,
6,"D12",9,0,0,9,100,0,11.1181,0,0,0,0,0,,,
7,"D1",4,0,0,4,100,0,6.40104,0,0,0,0,0,,,
7,"D2",12,0,0,12,100,0,7.70594,0,0,0,0,0,,,
7,"D3",17,0,0,17,100,0,7.47833,0,0,0,0,0,,,
7,"D4",14,0,0,14,100,0,7.22441,0,0,0,0,0,,,
7,"D5",9,0,0,9,100,0,7.7249,0,0,0,0,0,,,
7,"D6",12,0,0,12,100,0,8.09252,0,0,0,0,0,,,
7,"D7",7,1,14.2857,6,85.7143,17.0412,9.75619,134165,134165,17.0412,937.084,937.084,,,
7,"D8",3,0,0,3,100,0,8.19145,0,0,0,0,0,,,
7,"D9",13,3,23.0769,10,76.9231,44.8178,19.9067,2401520,7204560,134.453,18529.7,6176.56,,,
7,"D10",20,4,20,16,80,44.1734,25.3816,1857630,7430520,176.694,17415.5,4353.88,,,
7,"D11",3,1,33.3333,2,66.6667,21.0923,13.0628,28580,28580,21.0923,161.279,161.279,,,
7,"D12",8,0,0,8,100,0,11.4781,0,0,0,0,0,,,
8,"D1",4,0,0,4,100,0,6.5849,0,0,0,0,0,,,
8,"D2",11,1,9.09091,10,90.9091,13.0163,8.19277,106981,106981,13.0163,978.266,978.266,,,
8,"D3",15,0,0,15,100,0,7.82093,0,0,0,0,0,,,
8,"D4",15,0,0,15,100,0,7.13795,0,0,0,0,0,,,
8,"D5",10,0,0,10,100,0,8.21163,0,0,0,0,0,,,
8,"D6",11,0,0,11,100,0,8.19539,0,0,0,0,0,,,
8,"D7",7,0,0,7,100,0,9.94073,0,0,0,0,0,,,
8,"D8",5,0,0,5,100,0,7.89123,0,0,0,0,0,,,
8,"D9",12,3,25,9,75,35.9991,18.5946,2489120,7467370,107.997,19234.1,6411.36,,,
8,"D10",18,1,5.55556,17,94.4444,52.5353,25.0329,894728,894728,52.5353,2027.11,2027.11,,,
8,"D11",4,1,25,3,75,20.9913,12.0662,28884,28884,20.9913,163.778,163.778,,,
8,"D12",8,1,12.5,7,87.5,34.988,14.6503,1841350,1841350,34.988,6264.05,6264.05,,,
9,"D1",4,0,0,4,100,0,6.59132,0,0,0,0,0,,,
9,"D2",15,0,0,15,100,0,7.75224,0,0,0,0,0,,,
9,"D3",18,0,0,18,100,0,7.71593,0,0,0,0,0,,,
9,"D4",21,0,0,21,100,0,7.02991,0,0,0,0,0,,,
9,"D5",11,0,0,11,100,0,9.28256,0,0,0,0,0,,,
