"T Id","Well Name","# Cells","# Positive Cells","% Positive Cells","# Negative Cells","% Negative Cells","Positive Cell Average Intensities","All Cell Average Intensities","Positive Cell Integrated Intensities","Positive Cell Total Integrated Intensity","Positive Cell Total Intensity","Positive Cell Total Area","Positive Cell Average Area","Concentration","Group","Compound"
1,"E1",12,1,8.33333,11,91.6667,88.0345,24.638,7659,7659,88.0345,10.3552,10.3552,,,
1,"E2",260,8,3.07692,252,96.9231,125.185,25.5705,9925.38,79403,1001.48,69.2726,8.65907,,,
1,"E3",357,23,6.44258,334,93.5574,126.815,28.8074,8929.26,205373,2916.74,186.869,8.12475,,,
1,"E4",106,4,3.77358,102,96.2264,88.2623,18.879,7693,30772,353.049,39.1592,9.78981,,,
1,"E5",667,10,1.49925,657,98.5008,116.31,23.683,11006.5,110065,1163.1,110.931,11.0931,,,
1,"E6",460,6,1.30435,454,98.6957,114.89,21.5592,16759.2,100555,689.341,98.6717,16.4453,,,
1,"E7",385,2,0.519481,383,99.4805,40.3964,19.2533,2617,5234,80.7929,15.4732,7.73662,,,
1,"E8",457,9,1.96937,448,98.0306,99.9995,20.9966,84141.2,757271,899.996,547.396,60.8218,,,
1,"E9",337,9,2.67062,328,97.3294,73.1986,22.2484,7929.67,71367,658.787,114.026,12.6695,,,
1,"E10",250,6,2.4,244,97.6,94.1215,21.3421,6216.67,37300,564.729,48.4432,8.07386,,,
1,"E11",1201,41,3.41382,1160,96.5862,75.9438,23.3428,6927.93,284045,3113.69,430.394,10.4974,,,
1,"E12",445,2,0.449438,443,99.5506,43.7958,20.9676,2874.5,5749,87.5917,15.7113,7.85565,,,
2,"E1",800,16,2,784,98,135.186,20.5377,9258.31,148133,2162.98,126.881,7.93004,,,
2,"E2",1232,77,6.25,1155,93.75,116.591,28.276,9285.35,714972,8977.52,684.513,8.88978,,,
2,"E3",1164,83,7.13058,1081,92.8694,111.009,28.0477,8164.49,677653,9213.75,700.224,8.43643,,,
2,"E4",512,26,5.07813,486,94.9219,92.7034,19.6127,6492.08,168794,2410.29,198.415,7.63133,,,
2,"E5",1216,25,2.05592,1191,97.9441,103.944,23.9993,12354,308851,2598.61,257.094,10.2838,,,
2,"E6",1173,21,1.79028,1152,98.2097,105.808,22.4881,9915.86,208233,2221.96,213.769,10.1795,,,
2,"E7",1074,5,0.465549,1069,99.5345,126.009,20.3383,10240.4,51202,630.046,44.1583,8.83165,,,
2,"E8",1033,20,1.93611,1013,98.0639,106.387,21.4881,93186,1863720,2127.75,1250.95,62.5476,,,
2,"E9",1033,19,1.8393,1014,98.1607,97.826,23.2445,7772.42,147676,1858.69,188.655,9.92919,,,
2,"E10",730,19,2.60274,711,97.3973,90.1489,22.0486,7675.05,145826,1712.83,197.701,10.4053,,,
2,"E11",1423,62,4.35699,1361,95.643,73.2843,23.497,7060.82,437771,4543.63,691.416,11.1519,,,
2,"E12",724,6,0.828729,718,99.1713,46.5618,21.5978,3811.33,22868,279.371,58.5603,9.76005,,,
3,"E1",1269,34,2.67928,1235,97.3207,139.373,21.851,9300.53,316218,4738.68,265.307,7.80314,,,
3,"E2",1926,84,4.36137,1842,95.6386,115.457,26.3088,8905.19,748036,9698.4,740.574,8.81635,,,
3,"E3",1627,92,5.65458,1535,94.3454,133.562,28.0691,9382.34,863175,12287.7,755.452,8.21143,,,
3,"E4",602,25,4.15282,577,95.8472,98.5157,19.4331,6183.76,154594,2462.89,180.561,7.22244,,,
3,"E5",1532,29,1.89295,1503,98.1071,107.843,24.0284,12018.3,348531,3127.46,284.47,9.8093,,,
3,"E6",1575,18,1.14286,1557,98.8571,104.892,21.8797,7716.44,138896,1888.06,156.994,8.72189,,,
3,"E7",1505,6,0.398671,1499,99.6013,115.603,20.3082,7952.5,47715,693.619,47.1339,7.85565,,,
3,"E8",1312,31,2.3628,1281,97.6372,87.5537,21.543,50080.6,1552500,2714.17,1104.79,35.6384,,,
3,"E9",1427,31,2.17239,1396,97.8276,84.4047,23.3563,7248.19,224694,2616.54,310.06,10.0019,,,
3,"E10",993,20,2.0141,973,97.9859,73.7964,21.3445,6096.65,121933,1475.93,194.844,9.7422,,,
3,"E11",1585,83,5.23659,1502,94.7634,72.0674,23.2783,7336.63,608940,5981.59,938.75,11.3102,,,
3,"E12",920,4,0.434783,916,99.5652,56.8436,21.4662,4506.5,18026,227.375,36.1836,9.0459,,,
4,"E1",1543,50,3.24044,1493,96.7596,145.375,22.8595,9931.04,496552,7268.75,394.092,7.88184,,,
4,"E2",2285,104,4.55142,2181,95.4486,114.81,26.0354,8125.89,845093,11940.3,849.481,8.16809,,,
4,"E3",1845,139,7.53387,1706,92.4661,115.806,28.4991,8340.41,1159320,16097.1,1150.85,8.27952,,,
4,"E4",617,26,4.21394,591,95.7861,92.4535,19.2957,6644.5,172757,2403.79,209.603,8.06166,,,
4,"E5",1721,38,2.20802,1683,97.792,97.3016,23.9028,8002.55,304097,3697.46,348.148,9.16179,,,
4,"E6",1811,19,1.04914,1792,98.9509,117.619,21.7127,9242.42,175606,2234.76,173.181,9.11481,,,
4,"E7",1703,7,0.411039,1696,99.589,96.7174,20.142,7108.43,49759,677.022,57.9652,8.28074,,,
4,"E8",1500,26,1.73333,1474,98.2667,88.6131,21.2933,51487.8,1338680,2303.94,1012.66,38.9486,,,
4,"E9",1634,23,1.40759,1611,98.5924,91.0644,22.8222,10196.9,234529,2094.48,274.472,11.9335,,,
4,"E10",1265,22,1.73913,1243,98.2609,86.905,21.1614,6961.27,153148,1911.91,218.649,9.93859,,,
4,"E11",1698,54,3.18021,1644,96.8198,72.575,22.6196,6989.24,377419,3919.05,596.791,11.0517,,,
4,"E12",1051,3,0.285442,1048,99.7146,52.7134,21.2084,6005,18015,158.14,39.6353,13.2118,,,
5,"E1",1709,59,3.45231,1650,96.5477,145.125,23.0894,9651.29,569426,8562.39,450.986,7.64383,,,
5,"E2",2489,125,5.0221,2364,94.9779,113.002,26.3097,7800.48,975060,14125.3,993.502,7.94801,,,
5,"E3",2024,120,5.92885,1904,94.0711,125.075,27.7734,9413.42,1129610,15009,1050.28,8.75231,,,
5,"E4",627,26,4.14673,601,95.8533,91.4643,19.0726,8531.54,221820,2378.07,247.929,9.53573,,,
5,"E5",1851,39,2.10697,1812,97.893,105.477,23.7633,10139.9,395456,4113.6,359.336,9.21376,,,
5,"E6",1956,19,0.97137,1937,99.0286,124.045,21.4861,11599.8,220397,2356.86,198.177,10.4303,,,
5,"E7",1827,12,0.656814,1815,99.3432,75.9677,20.0805,5957.75,71493,911.613,111.645,9.30379,,,
5,"E8",1660,32,1.92771,1628,98.0723,95.4281,21.1441,53818.8,1722200,3053.7,1156.92,36.1538,,,
5,"E9",1772,37,2.08804,1735,97.912,83.5226,23.01,7718.65,285590,3090.34,390.997,10.5675,,,
5,"E10",1452,14,0.964187,1438,99.0358,90.3895,20.5772,7363.36,103087,1265.45,144.258,10.3042,,,
5,"E11",1745,63,3.61032,1682,96.3897,75.1502,22.9275,6840.25,430936,4734.46,647.02,10.2702,,,
5,"E12",1152,5,0.434028,1147,99.566,55.0387,21.1367,3739.6,18698,275.193,40.9446,8.18892,,,
6,"E1",1823,62,3.40099,1761,96.599,140.151,22.8334,9377.56,581409,8689.37,477.885,7.70783,,,
6,"E2",2593,165,6.36329,2428,93.6367,104.491,26.9193,7128.84,1176260,17241,1307.61,7.9249,,,
6,"E3",2188,139,6.35283,2049,93.6472,126.871,28.0517,8688.63,1207720,17635.1,1109.91,7.98495,,,
6,"E4",629,26,4.13355,603,95.8665,91.0934,19.3544,8006.77,208176,2368.43,241.74,9.29768,,,
6,"E5",1975,94,4.75949,1881,95.2405,79.8493,24.3568,7816.49,734750,7505.84,851.505,9.05856,,,
6,"E6",2056,26,1.26459,2030,98.7354,99.4788,21.3244,8461.96,220011,2586.45,256.856,9.87908,,,
6,"E7",1978,16,0.808898,1962,99.1911,77.5303,19.9883,5394.56,86313,1240.48,124.619,7.7887,,,
6,"E8",1775,28,1.57746,1747,98.4225,93.4988,20.8077,48703.9,1363710,2617.97,988.503,35.3037,,,
6,"E9",1830,30,1.63934,1800,98.3607,84.3969,22.7256,7025.9,210777,2531.91,285.779,9.52597,,,
6,"E10",1574,20,1.27065,1554,98.7294,81.5311,20.7461,6433.55,128671,1630.62,195.796,9.78981,,,
6,"E11",1792,65,3.62723,1727,96.3728,67.6149,22.2152,6325.85,411180,4394.97,673.205,10.357,,,
6,"E12",1255,8,0.63745,1247,99.3625,56.7797,20.9861,4377.38,35019,454.238,74.5097,9.31371,,,
7,"E1",1922,62,3.22581,1860,96.7742,134.06,22.3562,9045.18,560801,8311.74,484.67,7.81726,,,
7,"E2",2679,138,5.15118,2541,94.8488,113.082,26.2789,7704.04,1063160,15605.4,1099.67,7.96864,,,
7,"E3",2305,143,6.2039,2162,93.7961,124.213,27.7686,9010.03,1288430,17762.4,1205.72,8.43163,,,
7,"E4",627,28,4.46571,599,95.5343,93.2828,19.6804,7600.32,212809,2611.92,241.264,8.61656,,,
7,"E5",2052,57,2.77778,1995,97.2222,99.3744,23.7538,10412.2,593496,5664.34,534.898,9.38418,,,
7,"E6",2147,19,0.884956,2128,99.115,114.877,20.9583,10199.7,193794,2182.66,191.868,10.0983,,,
7,"E7",2095,14,0.668258,2081,99.3317,87.0954,19.962,6125.86,85762,1219.34,112.955,8.06819,,,
7,"E8",1887,28,1.48384,1859,98.5162,88.5538,20.6807,50221.9,1406210,2479.51,997.31,35.6182,,,
7,"E9",1912,35,1.83054,1877,98.1695,86.047,22.7589,8614.23,301498,3011.64,380.88,10.8823,,,
7,"E10",1657,18,1.0863,1639,98.9137,77.3736,20.4194,8025.11,144452,1392.72,194.011,10.7784,,,
7,"E11",1802,66,3.6626,1736,96.3374,73.3757,22.5176,6743.39,445064,4842.8,695.701,10.5409,,,
7,"E12",1317,7,0.531511,1310,99.4685,47.0871,20.7808,2855.43,19988,329.61,50.9427,7.27753,,,
8,"E1",2013,64,3.17933,1949,96.8207,134.881,22.4412,8975.58,574437,8632.38,493.24,7.70687,,,
8,"E2",2750,186,6.76364,2564,93.2364,99.6361,26.7045,6966.13,1295700,18532.3,1501.86,8.0745,,,
8,"E3",2380,136,5.71429,2244,94.2857,128.304,27.3362,8693.88,1182370,17449.4,1074.32,7.89941,,,
8,"E4",635,28,4.40945,607,95.5906,91.7366,19.6983,9360.25,262087,2568.62,287.326,10.2617,,,
8,"E5",2092,48,2.29446,2044,97.7055,100.967,23.5753,12283.9,589628,4846.42,505.975,10.5412,,,
8,"E6",2266,25,1.10327,2241,98.8967,89.507,20.7306,7316.72,182918,2237.67,229.123,9.16492,,,
8,"E7",2198,15,0.682439,2183,99.3176,88.6539,19.7976,6234.2,93513,1329.81,119.382,7.95881,,,
8,"E8",1961,34,1.73381,1927,98.2662,107.662,21.1026,46947,1596200,3660.51,1148.59,33.7821,,,
8,"E9",1962,38,1.9368,1924,98.0632,82.6327,22.6583,7897.92,300121,3140.04,393.616,10.3583,,,
8,"E10",1751,22,1.25642,1729,98.7436,79.2445,20.4381,7329.18,161242,1743.38,232.099,10.5499,,,
8,"E11",1826,62,3.3954,1764,96.6046,68.6225,22.3094,6422.56,398199,4254.6,656.899,10.5951,,,
8,"E12",1375,5,0.363636,1370,99.6364,60.0767,20.6676,3748,18740,300.383,37.969,7.59379,,,
9,"E1",2055,72,3.50365,1983,96.4964,119.31,21.8818,7883.96,567645,8590.3,558.108,7.7515,,,
9,"E2",2746,163,5.93591,2583,94.0641,105.19,26.5091,6970.41,1136180,17145.9,1260.95,7.73589,,,
9,"E3",2436,145,5.95238,2291,94.0476,125.766,27.3255,8832.7,1280740,18236.1,1172.75,8.08795,,,
9,"E4",638,26,4.07524,612,95.9248,85.9735,19.2778,5698.19,148153,2235.31,198.891,7.64965,,,
9,"E5",2160,96,4.44444,2064,95.5556,81.7329,23.8488,7448.6,715066,7846.35,833.889,8.68635,,,
9,"E6",2337,26,1.11254,2311,98.8875,104.903,20.9226,7866.81,204537,2727.49,232.932,8.95892,,,
9,"E7",2285,15,0.656455,2270,99.3435,79.2186,19.507,6059.6,90894,1188.28,129.737,8.64915,,,
9,"E8",2055,36,1.75182,2019,98.2482,94.766,20.8812,42015.9,1512570,3411.57,1116.1,31.0027,,,
9,"E9",1996,25,1.2525,1971,98.7475,86.4318,22.193,7398.28,184957,2160.79,250.548,10.0219,,,
9,"E10",1838,20,1.08814,1818,98.9119,78.0489,20.3522,6627.55,132551,1560.98,205.794,10.2897,,,
9,"E11",1834,66,3.59869,1768,96.4013,72.8939,22.2364,6657.27,439380,4811,698.32,10.5806,,,
9,"E12",1427,14,0.981079,1413,99.0189,60.7777,20.7985,4317.43,60444,850.887,115.097,8.22123,,,
10,"E1",2135,72,3.37237,2063,96.6276,127.079,22.2909,8363.11,602144,9149.71,548.348,7.61595,,,
10,"E2",2761,146,5.28794,2615,94.7121,108.065,26.1956,7342.13,1071950,15777.5,1165.73,7.98446,,,
10,"E3",2491,170,6.82457,2321,93.1754,112.634,27.185,7742.43,1316210,19147.7,1348.67,7.93337,,,
10,"E4",643,27,4.19907,616,95.8009,86.641,19.3381,5610.19,151475,2339.31,201.509,7.46331,,,
10,"E5",2186,62,2.83623,2124,97.1638,90.3927,23.4292,6484.13,402016,5604.35,517.164,8.34135,,,
10,"E6",2386,29,1.21542,2357,98.7846,94.9985,20.836,8794.79,255049,2754.96,298.396,10.2895,,,
10,"E7",2380,17,0.714286,2363,99.2857,78.259,19.4926,5934.53,100887,1330.4,144.02,8.47178,,,
10,"E8",2108,36,1.70778,2072,98.2922,112.22,20.9998,58196.3,2095070,4039.92,1413.66,39.2683,,,
10,"E9",1995,24,1.20301,1971,98.797,93.7888,22.2001,8940.29,214567,2250.93,259.236,10.8015,,,
10,"E10",1862,41,2.20193,1821,97.7981,68.9966,20.1144,5778.41,236915,2828.86,419.087,10.2216,,,
