"T Id","Well Name","# Cells","# Positive Cells","% Positive Cells","# Negative Cells","% Negative Cells","Positive Cell Average Intensities","All Cell Average Intensities","Positive Cell Integrated Intensities","Positive Cell Total Integrated Intensity","Positive Cell Total Intensity","Positive Cell Total Area","Positive Cell Average Area","Concentration","Group","Compound"
1,"F1",163,3,1.84049,160,98.1595,32.5286,10.9561,3075.33,9226,97.5858,27.6138,9.2046,,,
1,"F2",343,7,2.04082,336,97.9592,38.1851,9.1015,6165.86,43161,267.296,109.027,15.5753,,,
1,"F3",181,1,0.552486,180,99.4475,19.3636,8.21991,1704,1704,19.3636,10.4742,10.4742,,,
1,"F4",11,9,81.8182,2,18.1818,49.3535,42.9623,4253,38277,444.181,84.3887,9.37652,,,
1,"F5",140,2,1.42857,138,98.5714,34.288,11.4337,2540.5,5081,68.576,17.9728,8.98639,,,
1,"F6",232,4,1.72414,228,98.2759,24.3688,9.1805,1292,5168,97.4753,26.0665,6.51662,,,
1,"F7",193,5,2.59067,188,97.4093,30.2367,11.8661,1779,8895,151.183,34.8743,6.97486,,,
1,"F8",294,3,1.02041,291,98.9796,33.4903,10.6761,1917.67,5753,100.471,20.3533,6.78442,,,
1,"F9",246,5,2.03252,241,97.9675,42.6215,16.1116,4537.4,22687,213.108,60.9408,12.1882,,,
1,"F10",41,0,0,41,100,0,14.4998,0,0,0,0,0,,,
1,"F11",91,0,0,91,100,0,9.74819,0,0,0,0,0,,,
1,"F12",30,0,0,30,100,0,13.6089,0,0,0,0,0,,,
2,"F1",198,2,1.0101,196,98.9899,35.3918,10.544,3313,6626,70.7837,18.3298,9.16492,,,
2,"F2",374,4,1.06952,370,98.9305,43.4424,9.53662,6141.75,24567,173.769,59.6315,14.9079,,,
2,"F3",272,0,0,272,100,0,9.92966,0,0,0,0,0,,,
2,"F4",22,9,40.9091,13,59.0909,51.7717,27.1289,4771,42939,465.945,89.5068,9.9452,,,
2,"F5",139,1,0.719424,138,99.2806,18.525,11.0324,1482,1482,18.525,9.522,9.522,,,
2,"F6",350,0,0,350,100,0,10.2248,0,0,0,0,0,,,
2,"F7",225,2,0.888889,223,99.1111,30.4605,11.27,2058,4116,60.9211,15.9494,7.97468,,,
2,"F8",366,2,0.546448,364,99.4536,28.701,10.9109,1190.5,2381,57.402,10.1171,5.05856,,,
2,"F9",444,14,3.15315,430,96.8468,31.8388,16.1589,2896.79,40555,445.743,135.808,9.70054,,,
2,"F10",119,0,0,119,100,0,13.3574,0,0,0,0,0,,,
2,"F11",114,1,0.877193,113,99.1228,16.1515,10.8565,1066,1066,16.1515,7.85565,7.85565,,,
2,"F12",126,2,1.5873,124,98.4127,63.1443,13.8046,32718.5,65437,126.289,79.6277,39.8139,,,
3,"F1",270,5,1.85185,265,98.1481,38.6241,10.8194,3800.8,19004,193.121,46.7768,9.35536,,,
