"T Id","Well Name","# Cells","# Positive Cells","% Positive Cells","# Negative Cells","% Negative Cells","Positive Cell Average Intensities","All Cell Average Intensities","Positive Cell Integrated Intensities","Positive Cell Total Integrated Intensity","Positive Cell Total Intensity","Positive Cell Total Area","Positive Cell Average Area","Concentration","Group","Compound"
1,"E1",135,1,0.740741,134,99.2593,360.56,26.3603,36056,36056,360.56,11.9025,11.9025,,,
1,"E2",99,2,2.0202,97,97.9798,217.452,28.2602,33088.5,66177,434.904,38.8022,19.4011,,,
1,"E3",201,4,1.99005,197,98.0099,277.007,29.4281,24263,97052,1108.03,39.6353,9.90883,,,
1,"E4",63,2,3.1746,61,96.8254,358.883,34.2038,44909,89818,717.766,29.8753,14.9376,,,
1,"E5",141,7,4.96454,134,95.0355,249.065,34.1365,31199.6,218397,1743.46,115.573,16.5105,,,
1,"E6",175,16,9.14286,159,90.8571,147.098,36.3176,27696.7,443147,2353.56,301.49,18.8431,,,
1,"E7",994,159,15.996,835,84.004,155.07,50.0592,43151.3,6861050,24656.1,3960.79,24.9107,,,
1,"E8",641,24,3.74415,617,96.2559,110.819,25.2986,9140.96,219383,2659.66,231.98,9.66582,,,
1,"E9",1086,194,17.8637,892,82.1363,134.172,52.4378,31206.4,6054030,26029.3,4810.04,24.794,,,
1,"E10",1231,58,4.71162,1173,95.2884,138.913,31.5971,11049,640842,8056.97,516.33,8.90225,,,
1,"E11",1903,143,7.51445,1760,92.4855,146.583,34.6983,11983.9,1713690,20961.3,1298.44,9.08003,,,
1,"E12",734,56,7.62943,678,92.3706,198.03,35.0689,16225.1,908606,11089.7,505.737,9.03102,,,
2,"E1",1238,12,0.969305,1226,99.0307,315.037,25.6453,28261.6,339139,3780.44,120.334,10.0279,,,
2,"E2",1249,24,1.92154,1225,98.0785,223.222,26.2121,23920,574080,5357.33,289.945,12.081,,,
2,"E3",1480,31,2.09459,1449,97.9054,174.273,27.1072,108290,3356990,5402.46,1633.74,52.7012,,,
2,"E4",1133,13,1.1474,1120,98.8526,275.05,25.698,26963.3,350523,3575.65,138.069,10.6207,,,
2,"E5",1068,64,5.99251,1004,94.0075,215.767,34.62,18349.2,1174350,13809.1,629.285,9.83258,,,
2,"E6",1262,108,8.55785,1154,91.4422,170.422,37.1963,18761.8,2026270,18405.6,1346.65,12.469,,,
2,"E7",1892,249,13.1607,1643,86.8393,167.559,47.4543,39620.1,9865400,41722.2,5745.46,23.0741,,,
2,"E8",1296,76,5.8642,1220,94.1358,113.238,27.2876,9161.43,696269,8606.09,721.411,9.49224,,,
2,"E9",2341,632,26.997,1709,73.003,125.517,56.4549,27922.6,1.76471E+07,79327,14582,23.0728,,,
2,"E10",2735,240,8.77514,2495,91.2249,128.536,34.8126,10162.1,2438900,30848.7,2103.53,8.7647,,,
2,"E11",3403,302,8.87452,3101,91.1255,151.702,36.3804,11987.8,3620320,45814,2643.07,8.75188,,,
2,"E12",1519,113,7.4391,1406,92.5609,182.658,33.8606,16067.7,1815650,20640.4,1092.65,9.66946,,,
3,"E1",2193,14,0.638395,2179,99.3616,298.976,22.9429,25449.6,356294,4185.67,140.688,10.0491,,,
3,"E2",2144,34,1.58582,2110,98.4142,196.712,24.5117,21167,719677,6688.22,416.826,12.2596,,,
3,"E3",2288,42,1.83566,2246,98.1643,196.154,25.9952,83829.3,3520830,8238.48,1716.34,40.8652,,,
3,"E4",1703,24,1.40928,1679,98.5907,232.886,25.3938,19941.4,478593,5589.25,216.864,9.03598,,,
3,"E5",1537,93,6.05075,1444,93.9492,220.458,34.5774,20504.5,1906920,20502.6,1024.21,11.013,,,
3,"E6",2388,229,9.58961,2159,90.4104,173.601,38.6093,19819.8,4538740,39754.6,3004.31,13.1193,,,
3,"E7",2420,441,18.2231,1979,81.7769,155.502,50.444,34458.3,1.51961E+07,68576.4,8932.71,20.2556,,,
3,"E8",1645,76,4.62006,1569,95.3799,118.805,26.3328,8971.59,681841,9029.15,680.704,8.95663,,,
3,"E9",2903,1125,38.753,1778,61.247,91.3353,51.2214,24137.6,2.71548E+07,102752,25287.1,22.4774,,,
3,"E10",3815,202,5.29489,3613,94.7051,162.532,33.7987,13593,2745780,32831.4,1829.3,9.05592,,,
3,"E11",4236,308,7.27101,3928,92.729,164.189,35.4709,13187.5,4061740,50570.2,2765.9,8.9802,,,
3,"E12",2159,183,8.47615,1976,91.5239,207.372,37.7115,16830.4,3079970,37949.1,1627.67,8.89435,,,
4,"E1",2802,24,0.856531,2778,99.1435,247.051,22.0199,22663.3,543920,5929.22,254.237,10.5932,,,
4,"E2",2638,51,1.93328,2587,98.0667,199.338,24.3494,18983,968131,10166.3,532.399,10.4392,,,
4,"E3",2932,53,1.80764,2879,98.1924,180.009,25.0842,66385.1,3518410,9540.5,1806.2,34.0793,,,
4,"E4",2162,33,1.52636,2129,98.4736,198.781,24.3736,17845.5,588900,6559.77,322.201,9.76366,,,
4,"E5",2033,131,6.44368,1902,93.5563,218.511,34.7894,18406,2411180,28624.9,1268.57,9.68373,,,
4,"E6",3294,376,11.4147,2918,88.5853,168.511,39.8099,17707.9,6658160,63360,4553.78,12.1111,,,
4,"E7",2739,327,11.9387,2412,88.0613,164.597,44.5271,40133.2,1.31236E+07,53823.3,7603.56,23.2525,,,
4,"E8",1851,89,4.80821,1762,95.1918,124.555,26.6076,9963.37,886740,11085.4,837.936,9.41501,,,
4,"E9",3538,882,24.9293,2656,75.0707,123.865,53.8531,25056.5,2.20998E+07,109249,18539.3,21.0197,,,
4,"E10",4517,314,6.95152,4203,93.0485,151.094,34.7716,11788,3701440,47443.4,2611.53,8.31697,,,
4,"E11",4866,356,7.31607,4510,92.6839,158.851,35.0013,13048,4645100,56551.1,3210.46,9.01815,,,
4,"E12",2652,213,8.03167,2439,91.9683,193.292,35.3325,15913.6,3389590,41171.3,1898.45,8.9129,,,
5,"E1",3223,23,0.713621,3200,99.2864,275.098,21.2705,24416.5,561579,6327.24,239.954,10.4328,,,
5,"E2",2896,52,1.79558,2844,98.2044,202.529,23.9752,19578.4,1018080,10531.5,530.375,10.1995,,,
5,"E3",3381,58,1.71547,3323,98.2845,176.642,24.5938,42751.8,2479600,10245.2,1379.74,23.7886,,,
5,"E4",2531,37,1.46187,2494,98.5381,191.216,23.6288,16764.2,620274,7074.99,351.6,9.5027,,,
5,"E5",2402,154,6.41132,2248,93.5887,210.427,33.7686,18088.3,2785600,32405.7,1536.14,9.97491,,,
5,"E6",3947,406,10.2863,3541,89.7137,170.492,38.1608,16630.7,6752050,69219.9,4470.1,11.0101,,,
5,"E7",3084,370,11.9974,2714,88.0026,168.612,44.5528,37597.9,1.39112E+07,62386.6,8174.28,22.0926,,,
5,"E8",2010,120,5.97015,1890,94.0298,117.299,27.3122,9514.58,1141750,14075.9,1152.88,9.6073,,,
5,"E9",3951,804,20.3493,3147,79.6507,130.637,51.7938,23223.7,1.86719E+07,105032,15507.2,19.2875,,,
5,"E10",5029,252,5.01094,4777,94.9891,163.476,33.0408,13410.8,3379520,41195.9,2211.6,8.7762,,,
5,"E11",5294,405,7.65017,4889,92.3498,156.699,35.0647,12713.7,5149060,63463.1,3641.69,8.99182,,,
5,"E12",2989,269,8.99967,2720,91.0003,193.596,36.8665,15326.6,4122870,52077.4,2295.52,8.53352,,,
6,"E1",3525,32,0.907801,3493,99.0922,272.949,21.3103,23070.5,738256,8734.38,308.156,9.62987,,,
6,"E2",3077,41,1.33247,3036,98.6675,185.985,22.6729,20746.9,850624,7625.38,499.429,12.1812,,,
6,"E3",3628,49,1.35061,3579,98.6494,162.866,23.4449,56004.2,2744210,7980.43,1395.45,28.4786,,,
6,"E4",2811,43,1.5297,2768,98.4703,202.876,23.5556,16791.1,722016,8723.65,376.119,8.74695,,,
6,"E5",2711,172,6.34452,2539,93.6555,212.772,33.5041,18044.2,3103600,36596.8,1693.13,9.84378,,,
6,"E6",4373,529,12.097,3844,87.903,160.87,38.9377,15278.5,8082310,85100.1,5646.55,10.674,,,
6,"E7",3365,471,13.997,2894,86.003,154.157,44.9617,29906.4,1.40859E+07,72607.9,8718.94,18.5115,,,
6,"E8",2143,108,5.03966,2035,94.9603,119.337,26.6244,9422.5,1017630,12888.4,1012.66,9.37652,,,
6,"E9",4290,889,20.7226,3401,79.2774,132.036,52.0293,23179.4,2.06065E+07,117380,17089.6,19.2234,,,
6,"E10",5365,369,6.87791,4996,93.1221,155.489,34.6098,12314.6,4544090,57375.5,3110.12,8.42852,,,
6,"E11",5566,459,8.2465,5107,91.7535,150.241,35.0774,11662.1,5352900,68960.7,3920.68,8.54179,,,
6,"E12",3317,289,8.71269,3028,91.2873,189.644,35.6004,15637.3,4519170,54807,2575.94,8.91328,,,
7,"E1",3711,25,0.673673,3686,99.3263,234.526,20.0198,20834.3,520857,5863.16,249.238,9.96953,,,
7,"E2",3275,58,1.77099,3217,98.229,192.795,23.3412,18393.5,1066820,11182.1,588.46,10.1459,,,
7,"E3",3821,66,1.7273,3755,98.2727,166.818,23.8683,48344,3190710,11010,1679.8,25.4515,,,
