"T Id","Well Name","# Cells","# Positive Cells","% Positive Cells","# Negative Cells","% Negative Cells","Positive Cell Average Intensities","All Cell Average Intensities","Positive Cell Integrated Intensities","Positive Cell Total Integrated Intensity","Positive Cell Total Intensity","Positive Cell Total Area","Positive Cell Average Area","Concentration","Group","Compound"
1,"B1",3,0,0,3,100,0,10.9466,0,0,0,0,0,,,
1,"B2",36,30,83.3333,6,16.6667,60.3404,53.0692,26066,781979,1810.21,1402.23,46.7411,,,
1,"B3",9,8,88.8889,1,11.1111,99.1225,90.5819,93185.9,745487,792.98,718.911,89.8639,,,
1,"B4",5,4,80,1,20,32.5586,29.0389,9078.5,36314,130.234,138.307,34.5768,,,
1,"B5",1,0,0,1,100,0,16.8994,0,0,0,0,0,,,
1,"B6",1,1,100,0,0,57.8394,57.8394,11163,11163,57.8394,22.9718,22.9718,,,
1,"B7",3,0,0,3,100,0,9.65054,0,0,0,0,0,,,
1,"B8",1,0,0,1,100,0,8.08475,0,0,0,0,0,,,
1,"B9",1,0,0,1,100,0,7.65405,0,0,0,0,0,,,
1,"B10",3,0,0,3,100,0,8.48084,0,0,0,0,0,,,
1,"B11",1,0,0,1,100,0,7.415,0,0,0,0,0,,,
1,"B12",6,1,16.6667,5,83.3333,44.0584,14.8325,6036,6036,44.0584,16.3064,16.3064,,,
2,"B1",6,0,0,6,100,0,10.8993,0,0,0,0,0,,,
2,"B2",39,32,82.0513,7,17.9487,58.1763,49.8783,23849.9,763197,1861.64,1420.21,44.3814,,,
2,"B3",9,8,88.8889,1,11.1111,99.0705,90.3583,90195.1,721561,792.564,694.868,86.8585,,,
2,"B4",6,4,66.6667,2,33.3333,34.8237,27.4789,9984.5,39938,139.295,144.02,36.0051,,,
2,"B5",2,0,0,2,100,0,11.6184,0,0,0,0,0,,,
2,"B6",1,1,100,0,0,55.7538,55.7538,10872,10872,55.7538,23.2099,23.2099,,,
2,"B7",3,0,0,3,100,0,9.46683,0,0,0,0,0,,,
2,"B8",2,0,0,2,100,0,8.37898,0,0,0,0,0,,,
2,"B9",3,0,0,3,100,0,7.89843,0,0,0,0,0,,,
2,"B10",3,0,0,3,100,0,8.30984,0,0,0,0,0,,,
2,"B11",1,0,0,1,100,0,7.07653,0,0,0,0,0,,,
2,"B12",7,1,14.2857,6,85.7143,45.3077,13.8017,5890,5890,45.3077,15.4733,15.4733,,,
3,"B1",6,0,0,6,100,0,11.1219,0,0,0,0,0,,,
3,"B2",42,32,76.1905,10,23.8095,57.6859,46.7873,22963.8,734840,1845.95,1355.93,42.3729,,,
3,"B3",10,8,80,2,20,95.4341,79.6606,90586.6,724693,763.473,718.911,89.8639,,,
3,"B4",7,4,57.1429,3,42.8571,32.8333,23.5999,8679.5,34718,131.333,130.094,32.5236,,,
3,"B5",4,0,0,4,100,0,11.7117,0,0,0,0,0,,,
3,"B6",1,1,100,0,0,61.9128,61.9128,10649,10649,61.9128,20.4723,20.4723,,,
3,"B7",3,0,0,3,100,0,9.48214,0,0,0,0,0,,,
3,"B8",2,0,0,2,100,0,8.70149,0,0,0,0,0,,,
3,"B9",2,0,0,2,100,0,7.78322,0,0,0,0,0,,,
3,"B10",3,0,0,3,100,0,8.23232,0,0,0,0,0,,,
3,"B11",1,0,0,1,100,0,7.71823,0,0,0,0,0,,,
3,"B12",7,1,14.2857,6,85.7143,44.2385,14.2049,5751,5751,44.2385,15.4733,15.4733,,,
4,"B1",6,0,0,6,100,0,10.0956,0,0,0,0,0,,,
4,"B2",44,31,70.4545,13,29.5455,56.5961,43.7737,26118.9,809686,1754.48,1580.29,50.9773,,,
4,"B3",10,8,80,2,20,96.3659,80.5229,85945.4,687563,770.927,682.013,85.2517,,,
4,"B4",7,4,57.1429,3,42.8571,33.8875,24.3838,9142.75,36571,135.55,133.903,33.4758,,,
4,"B5",6,0,0,6,100,0,10.7205,0,0,0,0,0,,,
4,"B6",1,1,100,0,0,60.3799,60.3799,10808,10808,60.3799,21.3055,21.3055,,,
4,"B7",3,0,0,3,100,0,9.84436,0,0,0,0,0,,,
4,"B8",3,0,0,3,100,0,8.66821,0,0,0,0,0,,,
4,"B9",2,0,0,2,100,0,8.0268,0,0,0,0,0,,,
4,"B10",2,0,0,2,100,0,8.52894,0,0,0,0,0,,,
4,"B11",2,0,0,2,100,0,7.93672,0,0,0,0,0,,,
4,"B12",11,1,9.09091,10,90.9091,49.256,13.8186,6157,6157,49.256,14.8781,14.8781,,,
5,"B1",6,0,0,6,100,0,10.2134,0,0,0,0,0,,,
5,"B2",41,29,70.7317,12,29.2683,57.6085,44.1726,24410,707889,1670.65,1305.94,45.0325,,,
5,"B3",10,8,80,2,20,93.8053,78.3408,89541.6,716333,750.443,721.887,90.2358,,,
5,"B4",9,4,44.4444,5,55.5556,34.0402,21.1377,8995,35980,136.161,130.451,32.6129,,,
5,"B5",6,0,0,6,100,0,10.7663,0,0,0,0,0,,,
5,"B6",2,1,50,1,50,59.5389,33.4307,10717,10717,59.5389,21.4245,21.4245,,,
5,"B7",8,0,0,8,100,0,9.04487,0,0,0,0,0,,,
5,"B8",3,0,0,3,100,0,8.47184,0,0,0,0,0,,,
5,"B9",3,0,0,3,100,0,8.1543,0,0,0,0,0,,,
5,"B10",3,0,0,3,100,0,8.66996,0,0,0,0,0,,,
5,"B11",2,0,0,2,100,0,8.17718,0,0,0,0,0,,,
5,"B12",11,1,9.09091,10,90.9091,48.9167,14.6856,6457,6457,48.9167,15.7113,15.7113,,,
6,"B1",6,0,0,6,100,0,10.0994,0,0,0,0,0,,,
6,"B2",41,29,70.7317,12,29.2683,57.2834,43.9109,24301.7,704748,1661.22,1308.2,45.1105,,,
6,"B3",10,8,80,2,20,95.394,79.7366,88996.5,711972,763.152,708.199,88.5248,,,
6,"B4",10,4,40,6,60,34.2428,19.9815,9131.25,36525,136.971,130.689,32.6724,,,
6,"B5",5,0,0,5,100,0,11.2648,0,0,0,0,0,,,
6,"B6",5,1,20,4,80,59.4098,17.9709,10872,10872,59.4098,21.7816,21.7816,,,
6,"B7",11,0,0,11,100,0,9.54952,0,0,0,0,0,,,
6,"B8",3,0,0,3,100,0,9.1091,0,0,0,0,0,,,
6,"B9",7,0,0,7,100,0,8.43723,0,0,0,0,0,,,
6,"B10",4,0,0,4,100,0,8.81299,0,0,0,0,0,,,
6,"B11",2,0,0,2,100,0,8.17496,0,0,0,0,0,,,
6,"B12",15,1,6.66667,14,93.3333,51.4531,13.9142,6586,6586,51.4531,15.2352,15.2352,,,
7,"B1",11,0,0,11,100,0,10.1508,0,0,0,0,0,,,
7,"B2",43,29,67.4419,14,32.5581,57.37,42.8356,23506.4,681687,1663.73,1233.58,42.5371,,,
7,"B3",10,8,80,2,20,93.3406,78.0448,88655.3,709242,746.725,716.531,89.5663,,,
7,"B4",11,4,36.3636,7,63.6364,35.3346,19.504,9084.25,36337,141.338,126.881,31.7202,,,
7,"B5",6,0,0,6,100,0,10.8125,0,0,0,0,0,,,
7,"B6",7,1,14.2857,6,85.7143,59.1135,15.6265,10936,10936,59.1135,22.0196,22.0196,,,
7,"B7",12,0,0,12,100,0,10.0741,0,0,0,0,0,,,
7,"B8",4,0,0,4,100,0,9.38047,0,0,0,0,0,,,
7,"B9",7,0,0,7,100,0,9.4309,0,0,0,0,0,,,
7,"B10",4,0,0,4,100,0,8.88745,0,0,0,0,0,,,
7,"B11",4,1,25,3,75,31.9953,14.6002,20573,20573,31.9953,76.5331,76.5331,,,
7,"B12",16,1,6.25,15,93.75,44.0791,13.5689,6127,6127,44.0791,16.5445,16.5445,,,
8,"B1",12,1,8.33333,11,91.6667,17.3741,10.7907,4830,4830,17.3741,33.089,33.089,,,
8,"B2",42,28,66.6667,14,33.3333,56.2072,41.8067,24031.8,672890,1573.8,1243.57,44.4133,,,
8,"B3",10,8,80,2,20,94.7223,79.2414,88264.4,706115,757.778,704.985,88.1231,,,
8,"B4",11,4,36.3636,7,63.6364,34.1586,19.1372,9073.5,36294,136.635,128.428,32.107,,,
8,"B5",6,0,0,6,100,0,11.0797,0,0,0,0,0,,,
8,"B6",7,1,14.2857,6,85.7143,60.2234,16.3763,11322,11322,60.2234,22.3767,22.3767,,,
8,"B7",15,0,0,15,100,0,10.8819,0,0,0,0,0,,,
8,"B8",9,0,0,9,100,0,10.2781,0,0,0,0,0,,,
8,"B9",7,0,0,7,100,0,10.2696,0,0,0,0,0,,,
8,"B10",4,0,0,4,100,0,9.39802,0,0,0,0,0,,,
8,"B11",5,1,20,4,80,35.084,14.3156,20875,20875,35.084,70.8199,70.8199,,,
8,"B12",18,1,5.55556,17,94.4444,49.4806,13.6331,6383,6383,49.4806,15.3542,15.3542,,,
9,"B1",12,1,8.33333,11,91.6667,17.8036,10.9442,4896,4896,17.8036,32.7319,32.7319,,,
9,"B2",42,28,66.6667,14,33.3333,59.417,43.8361,24007.1,672198,1663.68,1225.84,43.7799,,,
9,"B3",9,8,88.8889,1,11.1111,93.0427,84.9079,88205.9,705647,744.341,713.912,89.239,,,
