"T Id","Well Name","# Cells","# Positive Cells","% Positive Cells","# Negative Cells","% Negative Cells","Positive Cell Average Intensities","All Cell Average Intensities","Positive Cell Integrated Intensities","Positive Cell Total Integrated Intensity","Positive Cell Total Intensity","Positive Cell Total Area","Positive Cell Average Area","Concentration","Group","Compound"
1,"E1",294,6,2.04082,288,97.9592,97.901,25.3781,7544.33,45266,587.406,50.9427,8.49045,,,
1,"E2",147,6,4.08163,141,95.9184,84.3006,23.7434,7033.17,42199,505.804,49.3954,8.23256,,,
1,"E3",199,1,0.502513,198,99.4975,270.091,24.5402,1426080,1426080,270.091,628.452,628.452,,,
1,"E4",78,1,1.28205,77,98.7179,152.65,24.3337,6106,6106,152.65,4.761,4.761,,,
1,"E5",327,10,3.0581,317,96.9419,146.483,25.6544,11060.6,110606,1464.83,91.8873,9.18873,,,
1,"E6",545,32,5.87156,513,94.1284,132.118,32.6237,14259.8,456313,4227.76,359.336,11.2293,,,
1,"E7",1244,113,9.0836,1131,90.9164,126.469,34.7881,44885.4,5072050,14291,3212.13,28.4259,,,
1,"E8",815,69,8.46626,746,91.5337,98.849,28.8222,8061.94,556274,6820.58,604.409,8.75955,,,
1,"E9",1020,280,27.451,740,72.549,109.955,48.8016,29280.8,8198630,30787.4,7041.16,25.147,,,
1,"E10",1492,125,8.37802,1367,91.622,112.791,34.4238,7835.2,979400,14098.9,938.393,7.50714,,,
1,"E11",1753,109,6.21791,1644,93.7821,135.074,34.5312,12365,1347780,14723.1,1040.28,9.54384,,,
1,"E12",1300,76,5.84615,1224,94.1538,173.676,31.1003,16014.9,1217140,13199.4,829.247,10.9111,,,
2,"E1",2119,52,2.45399,2067,97.546,115.293,24.1512,12184.8,633607,5995.25,543.944,10.4605,,,
2,"E2",1721,27,1.56886,1694,98.4311,96.3819,21.3124,6101.11,164730,2602.31,181.037,6.70508,,,
2,"E3",1530,24,1.56863,1506,98.4314,127.067,23.7375,112514,2700340,3049.6,1391.64,57.985,,,
2,"E4",303,5,1.65017,298,98.3498,133.463,23.7793,5177,25885,667.317,25.2333,5.04666,,,
2,"E5",2232,67,3.00179,2165,96.9982,165.605,26.2645,40213.3,2694290,11095.6,1124.31,16.7807,,,
2,"E6",3079,208,6.75544,2871,93.2446,135.452,31.6263,14484.9,3012860,28174.1,2385.14,11.467,,,
2,"E7",2781,288,10.356,2493,89.644,120.489,34.295,28166.6,8111990,34700.7,5650.47,19.6197,,,
2,"E8",1938,123,6.34675,1815,93.6533,95.0563,26.9666,8382.91,1031100,11691.9,1146.92,9.32459,,,
2,"E9",2785,562,20.1795,2223,79.8205,117.319,45.8247,22730.6,1.27746E+07,65933.5,11150.4,19.8405,,,
2,"E10",3836,307,8.00313,3529,91.9969,118.827,34.1916,8175,2509730,36480,2282.9,7.43615,,,
