"T Id","Well Name","Cell Count","Cell Total Intensity","Cell Average Intensity","Cell Total Integrated Intensity","Cell Average Integrated Intensity","Total Area","Average Area","Concentration","Group","Compound"
1,"F1",17,977.978,57.5281,22211,1306.53,37.7309,2.21947,,,
1,"F2",56,3398.19,60.6819,68263,1218.98,121.763,2.17433,,,
1,"F3",16,1153.62,72.1015,35781,2236.31,52.1329,3.25831,,,
1,"F4",63,4724.03,74.9846,90124,1430.54,126.524,2.00831,,,
1,"F5",6,348.654,58.109,6369,1061.5,13.0928,2.18213,,,
1,"F6",53,2868.6,54.1245,44102,832.113,87.9595,1.65961,,,
1,"F7",32,2100.18,65.6306,32170,1005.31,49.2764,1.53989,,,
1,"F8",100,6487.16,64.8716,111873,1118.73,191.273,1.91273,,,
1,"F9",307,17425.3,56.76,262360,854.593,521.449,1.69853,,,
1,"F10",73,2895.11,39.659,31597,432.836,91.2922,1.25058,,,
1,"F11",106,5186.42,48.9285,67699,638.67,158.66,1.4968,,,
1,"F12",16,1096.01,68.5003,13288,830.5,22.0196,1.37623,,,
2,"F1",13,772.478,59.4214,17590,1353.08,29.5182,2.27063,,,
2,"F2",93,5714.29,61.444,117397,1262.33,197.462,2.12325,,,
2,"F3",320,19889.7,62.1555,415706,1299.08,563.464,1.76083,,,
2,"F4",49,4172.21,85.1472,86818,1771.8,114.264,2.33192,,,
2,"F5",6,356.588,59.4313,7511,1251.83,14.9972,2.49953,,,
2,"F6",34,1810.19,53.241,32013,941.559,63.9164,1.87989,,,
2,"F7",10,747.713,74.7713,23163,2316.3,26.3045,2.63045,,,
2,"F8",99,5945.69,60.0575,102445,1034.8,187.702,1.89598,,,
2,"F9",556,30814.7,55.4221,456649,821.311,943.63,1.69718,,,
2,"F10",56,2183.6,38.9929,25274,451.321,73.7955,1.31778,,,
2,"F11",52,2437.71,46.879,29448,566.308,72.0101,1.38481,,,
2,"F12",48,2066.35,43.0489,22824,475.5,60.2267,1.25472,,,
3,"F1",19,1037.67,54.614,20092,1057.47,36.5407,1.92319,,,
3,"F2",82,5166.93,63.0113,119078,1452.17,192.344,2.34566,,,
3,"F3",93,6633.85,71.3317,208672,2243.78,214.245,2.30371,,,
3,"F4",68,5488.05,80.7066,107140,1575.59,145.568,2.1407,,,
3,"F5",6,356.293,59.3822,7068,1178,14.045,2.34083,,,
3,"F6",57,2959.56,51.9222,45488,798.035,92.9585,1.63085,,,
3,"F7",113,5445.32,48.1887,72085,637.92,155.328,1.37458,,,
3,"F8",108,6344.17,58.7423,100808,933.407,191.749,1.77546,,,
3,"F9",557,30499.4,54.7565,435111,781.169,912.922,1.639,,,
3,"F10",59,2303.62,39.0445,25734,436.169,75.6999,1.28305,,,
3,"F11",190,8536.46,44.9287,100380,528.316,259.594,1.36628,,,
3,"F12",111,4962.2,44.7045,56891,512.532,143.425,1.29212,,,
4,"F1",21,1142.72,54.4154,21960,1045.71,40.1114,1.91007,,,
4,"F2",40,2788.23,69.7058,70226,1755.65,103.314,2.58284,,,
4,"F3",113,7714.75,68.2721,214985,1902.52,242.097,2.14245,,,
4,"F4",63,4641,73.6666,112626,1787.71,151.162,2.39939,,,
4,"F5",5,275.172,55.0345,5910,1182,12.3786,2.47572,,,
4,"F6",56,2998.95,53.5527,46528,830.857,94.3868,1.68548,,,
4,"F7",59,3076.22,52.1393,48274,818.203,88.5546,1.50093,,,
4,"F8",91,5326.29,58.5307,86211,947.374,167.111,1.83639,,,
4,"F9",392,21104.7,53.8385,294821,752.094,628.214,1.60259,,,
4,"F10",90,3470.29,38.5588,38583,428.7,115.335,1.2815,,,
4,"F11",177,7923.47,44.7654,92584,523.073,238.764,1.34895,,,
4,"F12",68,3553.19,52.2528,42613,626.662,89.7449,1.31978,,,
5,"F1",17,927.396,54.5527,19871,1168.88,35.7075,2.10044,,,
5,"F2",177,10160,57.4009,194770,1100.4,346.125,1.95551,,,
5,"F3",62,4360.86,70.3365,148105,2388.79,151.281,2.44001,,,
5,"F4",71,5600.65,78.8824,124415,1752.32,164.969,2.3235,,,
5,"F5",5,283.017,56.6033,4521,904.2,9.522,1.9044,,,
5,"F6",52,2809.52,54.0293,43235,831.442,85.9361,1.65262,,,
5,"F7",22,1792.57,81.4807,29047,1320.32,38.9212,1.76914,,,
5,"F8",83,4847.52,58.4039,75015,903.795,146.163,1.761,,,
5,"F9",307,16394.4,53.4021,233654,761.088,498.477,1.6237,,,
5,"F10",120,4731.67,39.4306,51529,429.408,151.281,1.26067,,,
5,"F11",158,7189.32,45.502,85567,541.563,216.268,1.36879,,,
5,"F12",98,4368.18,44.5732,48427,494.153,122.715,1.25219,,,
6,"F1",13,761.635,58.5873,15445,1188.08,25.9475,1.99596,,,
6,"F2",158,9291.09,58.8044,172279,1090.37,301.609,1.90892,,,
6,"F3",95,6318.81,66.5138,173052,1821.6,196.986,2.07354,,,
6,"F4",124,8867.01,71.5081,154528,1246.19,227.933,1.83817,,,
6,"F5",4,225.389,56.3473,3687,921.75,7.6176,1.9044,,,
6,"F6",52,2734.76,52.5916,41761,803.096,85.579,1.64575,,,
6,"F7",49,2194.88,44.7935,46904,957.224,80.1038,1.63477,,,
6,"F8",56,3184.24,56.8615,45534,813.107,89.6258,1.60046,,,
6,"F9",527,27886.1,52.9147,388063,736.362,843.53,1.60063,,,
6,"F10",3,147.569,49.1898,2406,802,5.11808,1.70603,,,
6,"F11",131,6007.8,45.8611,72829,555.947,182.465,1.39287,,,
6,"F12",36,1966.19,54.6163,23704,658.444,46.8959,1.30266,,,
7,"F1",17,980.798,57.694,19215,1130.29,32.9699,1.93941,,,
7,"F2",37,2716.25,73.4121,60137,1625.32,89.7449,2.42554,,,
7,"F3",228,13692.5,60.0548,264434,1159.8,384.689,1.68723,,,
7,"F4",66,5265.71,79.7834,103298,1565.12,138.783,2.10278,,,
7,"F5",4,208.734,52.1836,3616,904,8.21272,2.05318,,,
7,"F6",39,2022.25,51.8526,35009,897.667,71.8911,1.84336,,,
7,"F7",17,1120.94,65.9379,26827,1578.06,34.1602,2.00942,,,
7,"F8",72,3950.12,54.8628,56031,778.208,116.168,1.61345,,,
7,"F9",400,20939.2,52.3479,285658,714.145,629.285,1.57321,,,
7,"F10",4,191.787,47.9467,3461,865.25,7.49858,1.87464,,,
7,"F11",188,8714.11,46.3516,105037,558.707,262.926,1.39854,,,
7,"F12",17,1152.34,67.7846,12776,751.529,21.6625,1.27427,,,
8,"F1",28,1574.65,56.2374,25570,913.214,49.0383,1.75137,,,
8,"F2",52,3408.03,65.5391,82005,1577.02,130.451,2.50868,,,
8,"F3",105,6955.7,66.2447,170266,1621.58,206.151,1.96335,,,
8,"F4",52,4262.14,81.9642,87417,1681.1,114.859,2.20883,,,
8,"F5",6,310.311,51.7185,5649,941.5,12.8547,2.14245,,,
8,"F6",32,1705.93,53.3104,31967,998.969,63.2023,1.97507,,,
8,"F7",79,4055.47,51.335,63703,806.367,118.549,1.50062,,,
8,"F8",45,2453.39,54.5198,33388,741.956,69.6296,1.54733,,,
8,"F9",711,37012.4,52.0569,507629,713.965,1124.55,1.58164,,,
8,"F10",9,409.523,45.5026,5554,617.111,12.9737,1.44152,,,
8,"F11",521,24498.2,47.0215,292240,560.921,726.291,1.39403,,,
8,"F12",12,807.884,67.3236,10877,906.417,17.6157,1.46798,,,
9,"F1",14,820.878,58.6341,18788,1342,31.1845,2.22747,,,
9,"F2",60,3949.13,65.8188,81477,1357.95,133.665,2.22775,,,
9,"F3",62,4083.04,65.8556,115034,1855.39,131.761,2.12517,,,
9,"F4",55,4132.6,75.1383,92322,1678.58,124.857,2.27013,,,
9,"F5",5,261.369,52.2738,4662,932.4,10.5932,2.11865,,,
9,"F6",31,1710.36,55.173,29710,958.387,58.6793,1.89288,,,
9,"F7",78,3991.56,51.1739,59446,762.128,115.692,1.48323,,,
9,"F8",69,3924.16,56.8718,57477,833,117.002,1.69568,,,
9,"F9",649,33638,51.8305,457851,705.471,1016.59,1.5664,,,
9,"F10",422,16618.1,39.3795,177633,420.931,529.185,1.25399,,,
9,"F11",611,29022.8,47.5005,351722,575.65,865.907,1.4172,,,
9,"F12",93,4536.33,48.7778,50926,547.591,118.906,1.27856,,,
10,"F1",29,1645.61,56.7452,26981,930.379,50.8237,1.75254,,,
10,"F2",54,3469.69,64.2536,78284,1449.7,124.976,2.31437,,,
10,"F3",168,10277.3,61.1744,205808,1225.05,291.254,1.73366,,,
10,"F4",67,4398.16,65.6441,96312,1437.49,141.878,2.11758,,,
10,"F5",8,440.285,55.0357,7910,988.75,17.2586,2.15733,,,
10,"F6",19,1002.97,52.7879,15962,840.105,32.4938,1.7102,,,
